Status,PO #,Ship Date,Item,Description,Notes,Date Sent from SF,Diamond ETA,Insurance Value,Drop Ship?,Actual Ship Date,Date Created,SO#,Tracking #,Quantity,Upload?,Portal URL
"None,Shipped",419536,"Sep. 27, 2019",BE1PD25R25LC : BE1PD25R25LC-PT-N-S7,"Platinum Petite Shared Prong Lab Diamond Ring (1/4 ct. tw.), Size 7","Set with: - Dia stock # 3448538A 2.03 Carat, Round, Ideal Cut, J Color, VVS2 Clarity, 8.17 x 8.15 x 4.98 Measurements, Origin: Lab Created  - Cert # 190000139967  -Inscription: No  Arriving from San Francisco on 9/25/2019   Stone Insurance Value:3608.00","Sep. 23, 2019","Sep. 24, 2019",4720.00,No,"Sep. 27, 2019","Sep. 19, 2019 15:15:12",Sales Order #2019474291,,1,No,https://partner.brilliantearth.com/production/record-158735/
"Ready to Invoice,Shipped",419547,"Sep. 26, 2019",,,,,,,No,"Sep. 26, 2019","Sep. 19, 2019 15:33:39",Sales Order #2019474444,,,No,https://partner.brilliantearth.com/production/record-158669/
"Ready to Invoice,Shipped",419547,"Sep. 26, 2019",BE2D1823 : BE2D1823-18KW-S4,"18K White Gold Ballad Diamond Ring, Size 4",,,,712.00,No,"Sep. 26, 2019","Sep. 19, 2019 15:33:39",Sales Order #2019474444,,1,No,https://partner.brilliantearth.com/production/record-158669/
"Drop Ship Approved,Lab Screen Passed,Ready to Invoice,Shipped",419550,"Sep. 30, 2019",,,,,"Sep. 25, 2019",,Yes,"Sep. 30, 2019","Sep. 19, 2019 15:33:45",Sales Order #2019474419,,,No,https://partner.brilliantearth.com/production/record-158698/
"Drop Ship Approved,Lab Screen Passed,Ready to Invoice,Shipped",419550,"Sep. 30, 2019",BE1PD25R25 : BE1PD25R25-PT-N-S6,"Platinum Petite Shared Prong Diamond Ring (1/4 ct. tw.), Size 6","Set with: - Dia stock # 3427285A 1.01 Carat, Princess, Super Ideal Cut, F Color, IF Clarity, 5.36 x 5.35 x 3.84 Measurements, Origin: Canada  - Cert # 6335453566  -Inscription: No  Arriving from San Francisco on 9/26/2019   Stone Insurance Value:5336.00","Sep. 24, 2019","Sep. 25, 2019",6448.00,Yes,"Sep. 30, 2019","Sep. 19, 2019 15:33:45",Sales Order #2019474419,,1,No,https://partner.brilliantearth.com/production/record-158698/
"None,Shipped",419555,"Sep. 30, 2019",,,,,,,No,"Sep. 30, 2019","Sep. 19, 2019 15:47:04",Sales Order #2019474432,,,No,https://partner.brilliantearth.com/production/record-158787/
"None,Shipped",419555,"Sep. 30, 2019",BE1D225 : BE1D225-PT-N-S45,"Platinum Selene Diamond Ring, Size 4.5",Set with: - Stock # AQBZ9X7OV3 - Description 9x7mm Fine Oval Aquamarine Arriving from SF on 9/24/2019   Stone Insurance Value:760.00,"Sep. 23, 2019",,1840.00,No,"Sep. 30, 2019","Sep. 19, 2019 15:47:04",Sales Order #2019474432,,1,No,https://partner.brilliantearth.com/production/record-158787/
"Ready to Invoice,Shipped",419559,"Sep. 26, 2019",,,,,,,No,"Sep. 26, 2019","Sep. 19, 2019 16:07:03",Sales Order #2019473748,,,No,https://partner.brilliantearth.com/production/record-158647/
"Ready to Invoice,Shipped",419559,"Sep. 26, 2019",BE2D1812 : BE2D1812-14KR-S75,"14K Rose Gold Flair Diamond Ring, Size 7.5",,,,792.00,No,"Sep. 26, 2019","Sep. 19, 2019 16:07:03",Sales Order #2019473748,,1,No,https://partner.brilliantearth.com/production/record-158647/
"Ready to Invoice,Shipped",419566,"Sep. 30, 2019",,,,,,,No,"Sep. 30, 2019","Sep. 19, 2019 16:17:33",Sales Order #2019474453,,,No,https://partner.brilliantearth.com/production/record-158663/
"Ready to Invoice,Shipped",419566,"Sep. 30, 2019",BE164LC : BE164LC-18KY-N-S8,"18K Yellow Gold Luxe Ballad Lab Diamond Ring, Size 8",Set with: - Stock # MO9X7OV1 - Description 9x7mm Super Premium Oval Moissanite Arriving from SF on 9/24/2019   Stone Insurance Value:1320.00,"Sep. 23, 2019",,2400.00,No,"Sep. 30, 2019","Sep. 19, 2019 16:17:33",Sales Order #2019474453,,1,No,https://partner.brilliantearth.com/production/record-158663/
"Attach Drop Ship,Pending Lab Screen,Ready to Invoice,Shipped",419567,"Oct. 03, 2019",,,,,,,Yes,"Oct. 02, 2019","Sep. 19, 2019 16:20:30",Sales Order #2019466103EX,,,No,https://partner.brilliantearth.com/production/record-158624/
"Attach Drop Ship,Pending Lab Screen,Ready to Invoice,Shipped",419567,"Oct. 03, 2019",BE2PD25R25 : BE2PD25R25-PT-S85,"Platinum Petite Shared Prong Diamond Ring (1/4 ct. tw.), Size 8.5",,,,1032.00,Yes,"Oct. 02, 2019","Sep. 19, 2019 16:20:30",Sales Order #2019466103EX,,1,No,https://partner.brilliantearth.com/production/record-158624/
"None,Shipped",419624,"Sep. 27, 2019",,,,,"Sep. 25, 2019",,No,"Sep. 27, 2019","Sep. 19, 2019 22:35:15",Sales Order #2019474343,,,No,https://partner.brilliantearth.com/production/record-158665/
"None,Shipped",419624,"Sep. 27, 2019",BE1D225 : BE1D225-18KW-N-S45,"18K White Gold Selene Diamond Ring, Size 4.5","Set with: - Dia stock # 3326682A 0.41 Carat, Round, Super Ideal Cut, H Color, VS1 Clarity, 4.76 x 4.74 x 2.95 Measurements, Origin: Botswana Sort  - Cert # 2205291735  -Inscription: No  Arriving from San Francisco on 9/26/2019   Stone Insurance Value:712.00","Sep. 24, 2019","Sep. 25, 2019",1504.00,No,"Sep. 27, 2019","Sep. 19, 2019 22:35:15",Sales Order #2019474343,,1,No,https://partner.brilliantearth.com/production/record-158665/
"None,Shipped",419626,"Sep. 27, 2019",,,,,"Sep. 23, 2019",,No,"Sep. 27, 2019","Sep. 19, 2019 22:37:54",Sales Order #2019474391,,,No,https://partner.brilliantearth.com/production/record-158670/
"None,Shipped",419626,"Sep. 27, 2019",BE1D32HLC : BE1D32HLC-18KY-N-S5,"18K Yellow Gold Odessa Lab Diamond Ring, Size 5","Set with: - Dia stock # 3448618Y 1.70 Carat, Round, Super Ideal Cut, H Color, VS1 Clarity, 7.70 x 7.66 x 4.73 Measurements, Origin: Lab Created  - Cert # 292410014  -Inscription: No  Arriving from San Francisco on 9/24/2019   Stone Insurance Value:3808.00","Sep. 23, 2019","Sep. 23, 2019",4920.00,No,"Sep. 27, 2019","Sep. 19, 2019 22:37:54",Sales Order #2019474391,,1,No,https://partner.brilliantearth.com/production/record-158670/
"Drop Ship Approved,Lab Screen Passed,Ready to Invoice,Shipped",419631,"Oct. 04, 2019",,,,,"Sep. 23, 2019",,Yes,"Oct. 04, 2019","Sep. 19, 2019 22:43:09",Sales Order #2019474426,,,No,https://partner.brilliantearth.com/production/record-158662/
"Drop Ship Approved,Lab Screen Passed,Ready to Invoice,Shipped",419631,"Oct. 04, 2019",BE1D54LC : BE1D54LC-18KY-N-S7,"18K Yellow Gold Petite Twisted Vine Lab Diamond Ring, Size 7","Set with: - Dia stock # 3259762Y 0.40 Carat, Round, Super Ideal Cut, F Color, VVS2 Clarity, 4.76 x 4.75 x 2.90 Measurements, Origin: Lab Created  - Cert # 11053704  -Inscription: No  Arriving from San Francisco on 9/24/2019   Stone Insurance Value:385.39","Sep. 23, 2019","Sep. 23, 2019",1780.00,Yes,"Oct. 04, 2019","Sep. 19, 2019 22:43:09",Sales Order #2019474426,,1,No,https://partner.brilliantearth.com/production/record-158662/
"Ready to Invoice,Shipped",419637,"Sep. 26, 2019",,,,,"Sep. 25, 2019",,No,"Sep. 26, 2019","Sep. 19, 2019 22:48:26",Sales Order #2019474458,,,No,https://partner.brilliantearth.com/production/record-158718/
"Ready to Invoice,Shipped",419637,"Sep. 26, 2019",BE2D1823 : BE2D1823-18KW-S9,"18K White Gold Ballad Diamond Ring, Size 9",,,"Sep. 25, 2019",712.00,No,"Sep. 26, 2019","Sep. 19, 2019 22:48:26",Sales Order #2019474458,,1,No,https://partner.brilliantearth.com/production/record-158718/
"None,Shipped",419645,"Sep. 26, 2019",,,,,,,No,"Sep. 26, 2019","Sep. 19, 2019 23:03:22",Sales Order #2019474511,,,No,https://partner.brilliantearth.com/production/record-158712/
"None,Shipped",419645,"Sep. 26, 2019",BE2D1812 : BE2D1812-14KR-S55,"14K Rose Gold Flair Diamond Ring, Size 5.5",,,,792.00,No,"Sep. 26, 2019","Sep. 19, 2019 23:03:22",Sales Order #2019474511,,1,No,https://partner.brilliantearth.com/production/record-158712/
"Drop Ship Approved,Lab Screen Passed,Ready to Invoice,Shipped",419703,"Sep. 30, 2019",,,,,,,Yes,"Sep. 30, 2019","Sep. 20, 2019 09:01:04",Sales Order #2019473160,,,No,https://partner.brilliantearth.com/production/record-158655/
"Drop Ship Approved,Lab Screen Passed,Ready to Invoice,Shipped",419703,"Sep. 30, 2019",BE1D32HLC : BE1D32HLC-PT-N-S375,"Platinum Odessa Lab Diamond Ring, Size 3.75",Set with: - Stock # MO7.0RD1 - Description 7mm Super Premium Round Moissanite Arriving from SF on 9/16/2019   Stone Insurance Value:832.00  Set with: - Stock # MO7.0RD1 - Description 7mm Super Premium Round Moissanite Arriving from SF on 9/23/2019   Stone Insurance Value:832.00,"Sep. 23, 2019",,2264.00,Yes,"Sep. 30, 2019","Sep. 20, 2019 09:01:04",Sales Order #2019473160,,1,No,https://partner.brilliantearth.com/production/record-158655/
"Ready to Invoice,Shipped",419724,"Sep. 26, 2019",,,,,,,No,"Sep. 26, 2019","Sep. 20, 2019 09:44:02",Sales Order #2019474467,,,No,https://partner.brilliantearth.com/production/record-158681/
"Ready to Invoice,Shipped",419724,"Sep. 26, 2019",BE2PD25R25 : BE2PD25R25-18KW-S725,"18K White Gold Petite Shared Prong Diamond Ring (1/4 ct. tw.), Size 7.25",,,,760.00,No,"Sep. 26, 2019","Sep. 20, 2019 09:44:02",Sales Order #2019474467,,1,No,https://partner.brilliantearth.com/production/record-158681/
"Drop Ship Approved,Lab Screen Passed,Ready to Invoice,Shipped",419733,"Oct. 01, 2019",,,,,,,Yes,"Oct. 01, 2019","Sep. 20, 2019 10:03:28",Sales Order #2019474570,,,No,https://partner.brilliantearth.com/production/record-158760/
"Drop Ship Approved,Lab Screen Passed,Ready to Invoice,Shipped",419733,"Oct. 01, 2019",BE264 : BE264-18KW-S3,"18K White Gold Luxe Ballad Diamond Ring (1/4 ct. wt.), Size 3",,,,792.00,Yes,"Oct. 01, 2019","Sep. 20, 2019 10:03:28",Sales Order #2019474570,,1,No,https://partner.brilliantearth.com/production/record-158760/
"None,Shipped",419750,"Sep. 26, 2019",,,,,,,No,"Sep. 26, 2019","Sep. 20, 2019 10:18:36",Sales Order #2019464792EX,,,No,https://partner.brilliantearth.com/production/record-158737/
"None,Shipped",419750,"Sep. 26, 2019",BE266E : BE266E-18KY-S525,"18K Yellow Gold Eternity Whisper Diamond Ring, Size 5.25",,,,1000.00,No,"Sep. 26, 2019","Sep. 20, 2019 10:18:36",Sales Order #2019464792EX,,1,No,https://partner.brilliantearth.com/production/record-158737/
"Ready to Invoice,Shipped",419768,"Sep. 27, 2019",,,,,"Sep. 24, 2019",,No,"Sep. 27, 2019","Sep. 20, 2019 10:44:23",Sales Order #2019474559,,,No,https://partner.brilliantearth.com/production/record-158814/
"Ready to Invoice,Shipped",419768,"Sep. 27, 2019",BE164LC : BE164LC-PT-N-S75,"Platinum Luxe Ballad Lab Diamond Ring, Size 7.5","Set with: - Dia stock # 3383456B 2.51 Carat, Oval, Very Good Cut, J Color, VS1 Clarity, 10.91 x 7.85 x 4.59 Measurements, Origin: Lab Created  - Cert # LG11210605  -Inscription: No  Arriving from San Francisco on 9/23/2019   Stone Insurance Value:4600.00","Sep. 23, 2019","Sep. 24, 2019",5920.00,No,"Sep. 27, 2019","Sep. 20, 2019 10:44:23",Sales Order #2019474559,,1,No,https://partner.brilliantearth.com/production/record-158814/
"Drop Ship Approved,Lab Screen Passed,Ready to Invoice,Shipped",419775,"Sep. 30, 2019",,,,,"Sep. 26, 2019",,Yes,"Sep. 30, 2019","Sep. 20, 2019 10:49:14",Sales Order #2019474541,,,No,https://partner.brilliantearth.com/production/record-158767/
"Drop Ship Approved,Lab Screen Passed,Ready to Invoice,Shipped",419775,"Sep. 30, 2019",BE1PD25R25 : BE1PD25R25-PT-N-S6,"Platinum Petite Shared Prong Diamond Ring (1/4 ct. tw.), Size 6","Set with: - Dia stock # 3443868A 1.01 Carat, Round, Super Ideal Cut, F Color, VVS1 Clarity, 6.50 x 6.46 x 3.94 Measurements, Origin: Russia  - Cert # 2205550356  -Inscription: No  Arriving from San Francisco on 9/27/2019   Stone Insurance Value:5752.00","Sep. 25, 2019","Sep. 26, 2019",6864.00,Yes,"Sep. 30, 2019","Sep. 20, 2019 10:49:14",Sales Order #2019474541,,1,No,https://partner.brilliantearth.com/production/record-158767/
"Drop Ship Approved,Lab Screen Passed,Ready to Invoice,Shipped",419797,"Oct. 01, 2019",,,,,,,Yes,"Oct. 01, 2019","Sep. 20, 2019 11:05:00",Sales Order #2019474587,,,No,https://partner.brilliantearth.com/production/record-158826/
"Drop Ship Approved,Lab Screen Passed,Ready to Invoice,Shipped",419797,"Oct. 01, 2019",BE2D1812 : BE2D1812-18KW-S425,"18K White Gold Flair Diamond Ring, Size 4.25",,,,792.00,Yes,"Oct. 01, 2019","Sep. 20, 2019 11:05:00",Sales Order #2019474587,,1,No,https://partner.brilliantearth.com/production/record-158826/
"Drop Ship Approved,Lab Screen Passed,Ready to Invoice,Shipped",419801,"Oct. 01, 2019",,,,,,,Yes,"Oct. 01, 2019","Sep. 20, 2019 11:06:10",Sales Order #2019474581,,,No,https://partner.brilliantearth.com/production/record-158817/
"Drop Ship Approved,Lab Screen Passed,Ready to Invoice,Shipped",419801,"Oct. 01, 2019",BE2PD25R25 : BE2PD25R25-18KY-S6,"18K Yellow Gold Petite Shared Prong Diamond Ring (1/4 ct. tw.), Size 6",,,,760.00,Yes,"Oct. 01, 2019","Sep. 20, 2019 11:06:10",Sales Order #2019474581,,1,No,https://partner.brilliantearth.com/production/record-158817/
"None,Shipped",419822,"Sep. 27, 2019",,,,,,,No,"Sep. 27, 2019","Sep. 20, 2019 11:33:59",Sales Order #2019474593,,,No,https://partner.brilliantearth.com/production/record-158834/
"None,Shipped",419822,"Sep. 27, 2019",BE2D1823 : BE2D1823-18KW-S8,"18K White Gold Ballad Diamond Ring, Size 8",,,,712.00,No,"Sep. 27, 2019","Sep. 20, 2019 11:33:59",Sales Order #2019474593,,1,No,https://partner.brilliantearth.com/production/record-158834/
"Attach Drop Ship,Pending Lab Screen,Ready to Invoice,Shipped",419826,"Oct. 01, 2019",,,,,"Sep. 25, 2019",,Yes,"Sep. 30, 2019","Sep. 20, 2019 11:35:30",Sales Order #2019474462,776382490983,,No,https://partner.brilliantearth.com/production/record-158800/
"Attach Drop Ship,Pending Lab Screen,Ready to Invoice,Shipped",419826,"Oct. 01, 2019",BE164LC : BE164LC-PT-N-S55,"Platinum Luxe Ballad Lab Diamond Ring, Size 5.5","Set with: - Dia stock # 3246081B 3.73 Carat, Emerald, Ideal Cut, I Color, VS1 Clarity, 11.15 x 7.73 x 4.78 Measurements, Origin: Lab Created  - Cert # 290770041  -Inscription: No  Arriving from San Francisco on 9/24/2019   Stone Insurance Value:10400.00","Sep. 23, 2019","Sep. 25, 2019",11720.00,Yes,"Sep. 30, 2019","Sep. 20, 2019 11:35:30",Sales Order #2019474462,776382490983,1,No,https://partner.brilliantearth.com/production/record-158800/
"None,Shipped",419875,"Sep. 27, 2019",,,,,,,No,"Sep. 27, 2019","Sep. 20, 2019 13:04:14",Sales Order #2019474608,,,No,https://partner.brilliantearth.com/production/record-158958/
"None,Shipped",419875,"Sep. 27, 2019",BE2D1812 : BE2D1812-14KR-S6,"14K Rose Gold Flair Diamond Ring, Size 6",,,,792.00,No,"Sep. 27, 2019","Sep. 20, 2019 13:04:14",Sales Order #2019474608,,1,No,https://partner.brilliantearth.com/production/record-158958/
"Ready to Invoice,Shipped",419967,"Sep. 27, 2019",,,,,"Sep. 26, 2019",,No,"Sep. 27, 2019","Sep. 20, 2019 17:01:10",Sales Order #2019474622,,,No,https://partner.brilliantearth.com/production/record-158977/
"Ready to Invoice,Shipped",419967,"Sep. 27, 2019",BE264 : BE264-18KW-S55,"18K White Gold Luxe Ballad Diamond Ring (1/4 ct. wt.), Size 5.5",,,"Sep. 26, 2019",792.00,No,"Sep. 27, 2019","Sep. 20, 2019 17:01:10",Sales Order #2019474622,,1,No,https://partner.brilliantearth.com/production/record-158977/
"None,Shipped",420037,"Sep. 27, 2019",,,,,,,No,"Sep. 27, 2019","Sep. 21, 2019 07:33:35",Sales Order #2019474710,,,No,https://partner.brilliantearth.com/production/record-158978/
"None,Shipped",420037,"Sep. 27, 2019",BE264 : BE264-18KW-S55,"18K White Gold Luxe Ballad Diamond Ring (1/4 ct. wt.), Size 5.5",,,,792.00,No,"Sep. 27, 2019","Sep. 21, 2019 07:33:35",Sales Order #2019474710,,1,No,https://partner.brilliantearth.com/production/record-158978/
"Ready to Invoice,Shipped",420067,"Oct. 03, 2019",,,,,,,No,"Oct. 03, 2019","Sep. 21, 2019 13:30:37",Sales Order #2019474776,,,No,https://partner.brilliantearth.com/production/record-159103/
"Ready to Invoice,Shipped",420067,"Oct. 03, 2019",BE1D32HLC : BE1D32HLC-18KY-N-S7,"18K Yellow Gold Odessa Lab Diamond Ring, Size 7",Set with: - Stock # EMLC7X5EC3 - Description 7x5mm Lab Created Green Emerald Lab Created Emerald Arriving from SF on 9/24/2019   Stone Insurance Value:792.00,"Sep. 23, 2019",,1904.00,No,"Oct. 03, 2019","Sep. 21, 2019 13:30:37",Sales Order #2019474776,,1,No,https://partner.brilliantearth.com/production/record-159103/
"Ready to Invoice,Shipped",420071,"Sep. 27, 2019",,,,,,,No,"Sep. 27, 2019","Sep. 21, 2019 14:03:51",Sales Order #2019474783,,,No,https://partner.brilliantearth.com/production/record-159051/
"Ready to Invoice,Shipped",420071,"Sep. 27, 2019",BE2D1812 : BE2D1812-18KW-S425,"18K White Gold Flair Diamond Ring, Size 4.25",,,,792.00,No,"Sep. 27, 2019","Sep. 21, 2019 14:03:51",Sales Order #2019474783,,1,No,https://partner.brilliantearth.com/production/record-159051/
"None,Shipped",420076,"Sep. 27, 2019",,,,,,,No,"Sep. 27, 2019","Sep. 21, 2019 15:03:15",Sales Order #2019474794,,,No,https://partner.brilliantearth.com/production/record-159089/
"None,Shipped",420076,"Sep. 27, 2019",BE2D1812 : BE2D1812-14KR-S55,"14K Rose Gold Flair Diamond Ring, Size 5.5",,,,792.00,No,"Sep. 27, 2019","Sep. 21, 2019 15:03:15",Sales Order #2019474794,,1,No,https://partner.brilliantearth.com/production/record-159089/
"Drop Ship Approved,Lab Screen Passed,Ready to Invoice,Shipped",420079,"Oct. 04, 2019",,,,,,,Yes,"Oct. 04, 2019","Sep. 21, 2019 15:31:47",Sales Order #2019474808,,,No,https://partner.brilliantearth.com/production/record-159092/
"Drop Ship Approved,Lab Screen Passed,Ready to Invoice,Shipped",420079,"Oct. 04, 2019",BE164LC : BE164LC-18KY-N-S55,"18K Yellow Gold Luxe Ballad Lab Diamond Ring, Size 5.5",Set with: - Stock # MO8.0RD1 - Description 8mm Super Premium Round Moissanite Arriving from SF on 9/24/2019   Stone Insurance Value:1176.00,"Sep. 23, 2019",,2256.00,Yes,"Oct. 04, 2019","Sep. 21, 2019 15:31:47",Sales Order #2019474808,,1,No,https://partner.brilliantearth.com/production/record-159092/
"None,Shipped",420099,"Sep. 27, 2019",,,,,,,No,"Sep. 27, 2019","Sep. 21, 2019 23:03:24",Sales Order #2019474875,,,No,https://partner.brilliantearth.com/production/record-159132/
"None,Shipped",420099,"Sep. 27, 2019",BE2D1812 : BE2D1812-14KR-S55,"14K Rose Gold Flair Diamond Ring, Size 5.5",,,,792.00,No,"Sep. 27, 2019","Sep. 21, 2019 23:03:24",Sales Order #2019474875,,1,No,https://partner.brilliantearth.com/production/record-159132/
"Ready to Invoice,Shipped",420100,"Sep. 27, 2019",,,,,,,No,"Sep. 27, 2019","Sep. 21, 2019 23:03:45",Sales Order #2019474863,,,No,https://partner.brilliantearth.com/production/record-159071/
"Ready to Invoice,Shipped",420100,"Sep. 27, 2019",BE2D1823 : BE2D1823-18KW-S55,"18K White Gold Ballad Diamond Ring, Size 5.5",,,,712.00,No,"Sep. 27, 2019","Sep. 21, 2019 23:03:45",Sales Order #2019474863,,1,No,https://partner.brilliantearth.com/production/record-159071/
"None,Shipped",420111,"Sep. 27, 2019",,,,,,,No,"Sep. 27, 2019","Sep. 22, 2019 06:33:27",Sales Order #2019474883,,,No,https://partner.brilliantearth.com/production/record-159186/
"None,Shipped",420111,"Sep. 27, 2019",BE264 : BE264-18KY-S55,"18K Yellow Gold Luxe Ballad Diamond Ring (1/4 ct. wt.), Size 5.5",,,,792.00,No,"Sep. 27, 2019","Sep. 22, 2019 06:33:27",Sales Order #2019474883,,1,No,https://partner.brilliantearth.com/production/record-159186/
"None,Shipped",420125,"Sep. 27, 2019",,,,,,,No,"Sep. 27, 2019","Sep. 22, 2019 10:04:06",Sales Order #2019474906,,,No,https://partner.brilliantearth.com/production/record-159076/
"None,Shipped",420125,"Sep. 27, 2019",BE2PD25R25 : BE2PD25R25-18KY-S6,"18K Yellow Gold Petite Shared Prong Diamond Ring (1/4 ct. tw.), Size 6",,,,760.00,No,"Sep. 27, 2019","Sep. 22, 2019 10:04:06",Sales Order #2019474906,,1,No,https://partner.brilliantearth.com/production/record-159076/
"Ready to Invoice,Shipped",420184,"Sep. 27, 2019",,,,,,,No,"Sep. 27, 2019","Sep. 22, 2019 14:18:38",Sales Order #2019474656,,,No,https://partner.brilliantearth.com/production/record-158943/
"Ready to Invoice,Shipped",420184,"Sep. 27, 2019",BE2D1823 : BE2D1823-18KW-S55,"18K White Gold Ballad Diamond Ring, Size 5.5",,,,712.00,No,"Sep. 27, 2019","Sep. 22, 2019 14:18:38",Sales Order #2019474656,,1,No,https://partner.brilliantearth.com/production/record-158943/
"None,Shipped",420190,"Oct. 02, 2019",,,,,"Sep. 26, 2019",,No,"Oct. 02, 2019","Sep. 22, 2019 15:00:43",Sales Order #2019474777,,,No,https://partner.brilliantearth.com/production/record-158948/
"None,Shipped",420190,"Oct. 02, 2019",BE150BD12R8 : BE150BD12R8-18KW-N-S85,"18K White Gold Tiara Diamond Ring, Size 8.5","Set with: - Dia stock # 3439110A 0.91 Carat, Marquise, Ideal Cut, D Color, VS2 Clarity, 9.92 x 5.06 x 2.91 Measurements, Origin: Botswana Sort  - Cert # 1337531254  -Inscription: No  Arriving from San Francisco on 9/27/2019   Stone Insurance Value:3280.00","Sep. 25, 2019","Sep. 26, 2019",4120.00,No,"Oct. 02, 2019","Sep. 22, 2019 15:00:43",Sales Order #2019474777,,1,No,https://partner.brilliantearth.com/production/record-158948/
"Ready to Invoice,Shipped",420207,"Oct. 01, 2019",,,,,,,No,"Oct. 01, 2019","Sep. 22, 2019 16:00:31",Sales Order #2019474974,776405467990,,No,https://partner.brilliantearth.com/production/record-159197/
"Ready to Invoice,Shipped",420207,"Oct. 01, 2019",BE1D225 : BE1D225-18KW-N-S5,"18K White Gold Selene Diamond Ring, Size 5",Set with: - Stock # SVSL6.0RD3 - Description 6mm Purple Round Sapphire Arriving from SF on 9/24/2019   Stone Insurance Value:952.00,"Sep. 24, 2019",,1744.00,No,"Oct. 01, 2019","Sep. 22, 2019 16:00:31",Sales Order #2019474974,776405467990,1,No,https://partner.brilliantearth.com/production/record-159197/
